age,gender,job_role,experience_years,company_size,work_mode,work_hours_per_week,overtime_hours,meetings_per_day,deadlines_missed,job_satisfaction,manager_support,work_life_balance,sleep_hours,physical_activity_days,screen_time_hours,caffeine_intake,social_support_score,has_therapy,stress_level,anxiety_score,depression_score,burnout_score,burnout_level,seeks_professional_help
38,Male,Data Scientist,8.9,Mid-size,Hybrid,37.0,8.0,4.0,2,5.7,1.2,6.2,5.9,0,9.2,3,4.5,1,7.0,6.7,2.9,3.0,Low,0
29,Male,DevOps,4.9,Mid-size,Hybrid,54.0,10.0,5.0,3,5.2,3.5,3.6,6.3,4,8.8,3,5.6,0,7.8,5.9,5.0,4.9,Moderate,0
26,Female,Software Engineer,5.2,Startup,Remote,46.0,9.0,3.0,0,2.5,7.4,5.4,6.1,2,10.1,1,8.0,0,6.7,3.7,3.7,1.0,Low,0
50,Male,Product Manager,0.4,MNC,Onsite,30.0,11.0,2.0,2,9.7,2.7,6.4,6.4,2,8.4,5,2.3,1,4.5,5.3,1.5,1.0,Low,0
49,Male,QA Engineer,4.7,Mid-size,Hybrid,46.0,9.0,3.0,4,3.4,6.8,5.3,6.0,5,5.1,4,6.9,0,5.1,2.7,2.3,1.8,Low,0
37,Female,Frontend Developer,4.3,Mid-size,Hybrid,43.0,4.0,6.0,0,3.9,4.8,4.7,4.7,1,8.1,2,6.5,0,6.8,4.2,3.7,1.0,Low,0
35,Male,Data Scientist,0.8,Mid-size,Onsite,48.0,4.0,6.0,1,5.4,4.4,7.3,4.3,4,5.9,2,5.9,0,5.6,2.9,3.2,2.0,Low,0
23,Male,ML Engineer,2.3,Mid-size,Hybrid,57.0,6.0,3.0,0,5.1,5.3,4.8,7.1,7,7.7,3,6.0,0,5.4,3.0,2.8,2.6,Low,0
25,Male,ML Engineer,6.6,Large,Onsite,39.0,6.0,6.0,0,9.1,8.2,3.5,5.5,4,8.8,0,3.9,1,5.6,5.2,1.9,1.4,Low,0
52,Non-binary,Product Manager,8.3,Mid-size,Remote,42.0,6.0,3.0,2,3.8,3.5,3.7,7.7,4,12.6,3,5.4,0,5.8,6.5,4.2,2.9,Low,0
47,Female,ML Engineer,0.8,Large,Hybrid,53.0,5.0,0.0,1,7.3,2.2,2.0,6.3,4,10.9,0,7.7,0,6.0,4.4,2.5,3.4,Low,0
48,Female,Data Scientist,7.5,Startup,Onsite,57.0,4.0,4.0,0,4.1,7.4,2.9,6.7,2,10.1,1,5.4,0,7.5,4.8,4.9,3.4,Low,0
52,Male,DevOps,7.1,Startup,Remote,53.0,6.0,0.0,3,3.8,5.6,3.5,6.7,2,7.6,3,5.1,1,6.0,4.5,1.3,2.0,Low,0
32,Male,Frontend Developer,4.5,MNC,Hybrid,46.0,3.0,1.0,2,7.7,3.9,5.1,4.8,1,8.4,4,4.6,0,6.1,5.4,3.5,2.9,Low,0
29,Male,Software Engineer,4.9,MNC,Hybrid,45.0,3.0,4.0,0,4.4,8.7,3.6,6.2,1,8.0,0,6.5,0,4.5,3.5,4.0,1.0,Low,0
33,Male,ML Engineer,1.6,Mid-size,Remote,41.0,12.0,4.0,0,9.3,6.5,6.1,8.4,4,6.3,1,5.3,0,3.6,2.0,1.5,1.0,Low,0
34,Male,Frontend Developer,0.4,Large,Remote,59.0,6.0,8.0,0,5.7,5.0,5.3,5.1,4,7.1,3,10.0,0,6.3,3.8,3.7,2.5,Low,0
48,Male,Data Scientist,7.1,Mid-size,Hybrid,43.0,4.0,6.0,1,5.0,5.9,6.4,6.5,5,9.9,4,4.0,0,5.7,5.7,3.9,1.0,Low,1
29,Male,DevOps,5.3,Large,Hybrid,60.0,0.0,5.0,4,8.6,7.6,4.8,8.3,1,7.3,1,3.6,0,5.8,4.0,2.1,1.6,Low,0
42,Female,ML Engineer,10.6,MNC,Hybrid,30.0,0.0,3.0,0,3.8,3.9,5.2,5.3,0,9.1,4,3.5,0,4.6,6.0,3.1,1.0,Low,0
32,Female,DevOps,0.0,Mid-size,Remote,36.0,6.0,2.0,0,1.7,4.1,6.3,7.1,4,8.5,2,6.8,0,4.1,2.6,2.3,1.0,Low,0
43,Male,Backend Developer,9.3,Startup,Remote,45.0,9.0,5.0,0,7.5,7.3,5.5,4.2,0,8.9,1,5.5,0,6.4,5.8,3.4,2.0,Low,0
42,Female,ML Engineer,7.6,Startup,Hybrid,52.0,2.0,7.0,0,5.7,7.4,6.8,8.4,5,10.1,0,5.3,0,3.2,3.6,2.9,1.0,Low,0
49,Female,Product Manager,8.0,Large,Hybrid,43.0,3.0,8.0,2,5.1,5.6,2.9,7.4,3,8.3,2,3.2,0,6.2,6.0,5.1,2.4,Low,0
24,Female,Product Manager,3.2,Large,Remote,34.0,3.0,4.0,1,6.8,8.1,7.1,5.0,1,6.4,0,5.5,0,3.0,4.0,2.2,1.0,Low,0
28,Male,Data Scientist,2.7,Mid-size,Remote,40.0,3.0,6.0,0,2.3,3.1,6.9,8.8,0,10.0,2,1.9,0,4.5,5.0,2.7,1.0,Low,0
35,Male,ML Engineer,2.1,Startup,Onsite,51.0,14.0,1.0,0,5.8,3.4,2.5,7.9,2,7.7,3,8.2,0,7.2,5.1,3.6,3.4,Low,0
36,Male,Data Scientist,2.9,MNC,Hybrid,51.0,8.0,0.0,0,4.9,5.7,4.4,5.1,0,5.8,3,3.3,0,6.4,6.6,2.9,3.2,Low,1
30,Male,Data Scientist,2.2,MNC,Remote,61.0,13.0,2.0,0,2.0,3.5,7.1,8.1,1,6.9,1,4.3,0,7.8,6.3,5.8,3.8,Moderate,0
28,Female,Software Engineer,4.3,MNC,Onsite,51.0,0.0,0.0,0,3.3,3.1,2.9,6.9,7,9.5,0,7.5,0,5.8,3.6,2.9,2.8,Low,0
33,Female,ML Engineer,5.2,Startup,Onsite,43.0,10.0,3.0,2,6.0,4.7,8.4,5.7,1,11.7,1,7.7,0,5.6,3.7,3.1,1.5,Low,0
40,Female,Software Engineer,0.7,MNC,Remote,39.0,7.0,3.0,4,10.0,7.1,1.5,6.0,2,7.7,3,4.6,0,7.0,5.4,4.0,2.3,Low,0
48,Non-binary,Frontend Developer,6.5,Startup,Onsite,32.0,7.0,7.0,0,5.9,6.8,3.1,6.4,0,5.0,1,1.4,0,4.9,6.3,3.1,1.9,Low,0
39,Male,Frontend Developer,8.9,Large,Hybrid,39.0,3.0,5.0,0,3.0,6.9,7.0,8.4,3,8.2,5,3.7,0,2.1,3.1,1.5,1.0,Low,0
34,Male,ML Engineer,4.7,Mid-size,Remote,58.0,7.0,0.0,2,5.0,7.4,5.4,9.4,3,9.4,4,5.6,0,4.7,3.9,1.9,1.5,Low,0
22,Female,Software Engineer,3.6,Mid-size,Hybrid,30.0,7.0,1.0,1,6.3,6.6,4.0,8.2,4,8.9,2,3.2,1,3.5,4.0,1.0,1.0,Low,0
42,Female,Product Manager,2.2,Mid-size,Onsite,35.0,0.0,1.0,1,4.3,3.9,6.1,6.6,3,8.4,2,1.6,1,7.1,6.3,2.8,1.9,Low,0
34,Female,Software Engineer,2.6,Startup,Hybrid,46.0,3.0,4.0,1,8.4,6.8,5.5,7.2,0,8.7,4,3.8,0,4.7,3.8,1.7,1.0,Low,0
44,Female,ML Engineer,2.8,Large,Hybrid,48.0,8.0,4.0,0,4.3,9.6,8.1,6.4,2,8.9,2,10.0,0,3.8,4.3,3.7,1.0,Low,0
22,Male,Data Scientist,5.8,Startup,Remote,62.0,0.0,6.0,0,3.0,5.0,2.1,4.4,2,5.4,1,4.9,0,7.0,5.0,5.6,3.1,Low,0
44,Male,ML Engineer,5.1,Startup,Hybrid,47.0,8.0,6.0,4,7.1,7.5,6.9,7.2,2,8.3,3,5.8,0,5.8,4.5,2.1,1.0,Low,0
49,Female,Software Engineer,4.1,MNC,Hybrid,37.0,4.0,5.0,2,2.8,5.9,7.8,6.8,6,4.2,5,4.0,0,3.3,2.9,1.1,1.0,Low,0
53,Female,Software Engineer,7.3,Startup,Remote,49.0,5.0,1.0,2,3.3,4.5,1.6,7.0,0,8.8,1,6.7,0,6.7,4.0,2.9,3.2,Low,0
29,Female,DevOps,6.0,MNC,Onsite,45.0,3.0,3.0,0,6.1,7.1,4.9,8.1,2,7.9,1,6.4,0,5.6,4.2,3.8,1.5,Low,0
47,Male,Data Scientist,3.6,Startup,Onsite,36.0,6.0,6.0,0,4.9,4.0,7.6,6.8,1,5.6,3,4.6,1,3.8,4.2,1.3,1.0,Low,0
35,Female,Software Engineer,4.1,Startup,Hybrid,40.0,9.0,3.0,0,3.7,9.2,4.9,4.3,3,11.0,4,5.2,1,5.6,3.5,3.4,1.0,Low,0
45,Non-binary,QA Engineer,3.3,Mid-size,Onsite,36.0,15.0,5.0,1,5.6,6.0,7.6,5.8,3,4.6,0,8.3,1,6.9,3.3,1.7,1.0,Low,0
50,Male,Backend Developer,4.1,Startup,Hybrid,61.0,6.0,4.0,0,6.0,7.2,5.8,6.0,2,8.2,1,5.6,1,5.4,5.4,2.2,2.7,Low,1
25,Male,Data Scientist,2.6,Large,Hybrid,47.0,10.0,6.0,3,1.6,4.3,6.3,7.0,3,7.0,2,5.0,0,7.3,6.3,3.9,3.3,Low,0
39,Female,DevOps,9.9,MNC,Remote,47.0,12.0,6.0,0,5.9,8.4,3.3,6.2,3,5.7,5,3.3,0,7.5,6.3,4.9,3.0,Low,0
35,Female,ML Engineer,11.3,MNC,Remote,34.0,17.0,3.0,0,7.7,6.4,3.3,7.3,5,9.2,1,7.1,0,6.6,4.3,2.1,2.2,Low,0
48,Male,Software Engineer,2.5,MNC,Remote,52.0,20.0,4.0,2,2.0,8.5,4.8,6.6,2,6.3,2,2.6,0,7.5,6.7,6.1,3.5,Low,1
24,Male,Software Engineer,5.7,Startup,Remote,41.0,10.0,2.0,1,5.7,1.8,3.0,5.5,3,7.9,0,4.6,0,6.9,4.9,2.3,3.9,Moderate,0
51,Male,DevOps,6.4,MNC,Hybrid,32.0,3.0,4.0,0,7.0,5.7,5.4,7.4,6,8.4,3,4.0,0,3.7,2.1,1.1,1.0,Low,0
44,Male,Product Manager,0.6,Mid-size,Hybrid,36.0,7.0,5.0,4,3.2,3.4,5.4,7.1,0,8.7,2,4.4,0,5.2,4.7,3.1,1.7,Low,0
39,Non-binary,Software Engineer,4.3,MNC,Hybrid,44.0,4.0,0.0,4,7.5,4.4,6.0,5.6,1,9.4,3,6.8,0,5.0,3.5,3.6,1.5,Low,0
31,Male,Backend Developer,4.3,MNC,Remote,40.0,3.0,9.0,5,6.2,6.9,2.6,5.3,1,5.4,3,6.7,0,6.9,4.6,3.8,2.0,Low,0
33,Male,Product Manager,6.8,Large,Remote,43.0,7.0,4.0,5,7.4,6.6,3.0,6.9,4,6.3,1,6.4,1,5.4,3.7,1.4,1.5,Low,1
29,Female,Frontend Developer,5.5,MNC,Onsite,55.0,4.0,6.0,0,5.5,4.0,3.9,4.9,3,8.2,3,1.3,0,7.7,6.5,6.6,5.5,Moderate,0
53,Female,Software Engineer,2.0,MNC,Remote,43.0,7.0,2.0,3,8.2,9.9,1.0,5.8,0,9.5,3,3.9,0,5.7,4.5,2.7,2.2,Low,0
38,Male,Software Engineer,5.2,Startup,Onsite,41.0,1.0,3.0,1,5.4,4.0,6.5,5.6,2,7.9,4,5.4,0,4.5,4.6,3.0,2.1,Low,0
35,Female,Frontend Developer,10.8,Mid-size,Onsite,53.0,12.0,4.0,2,1.0,2.1,4.9,5.6,2,8.1,4,8.7,1,8.7,6.2,5.0,4.2,Moderate,0
30,Female,Software Engineer,5.1,MNC,Remote,48.0,3.0,4.0,1,7.5,2.1,3.4,5.5,3,5.7,3,4.4,0,8.7,6.4,5.5,4.4,Moderate,0
47,Non-binary,DevOps,4.8,Large,Remote,61.0,0.0,1.0,1,6.0,4.3,3.9,6.0,2,9.7,0,8.5,0,7.4,3.7,3.6,4.1,Moderate,0
45,Male,Backend Developer,5.7,MNC,Remote,43.0,14.0,7.0,1,7.4,7.5,3.6,8.6,3,6.4,3,9.1,0,5.2,3.3,2.2,1.0,Low,0
44,Female,Backend Developer,3.4,Large,Remote,38.0,10.0,5.0,2,4.3,3.6,9.1,7.7,0,10.0,5,6.9,1,2.5,2.9,1.0,1.0,Low,0
52,Male,ML Engineer,5.2,Large,Hybrid,39.0,12.0,5.0,3,7.3,5.7,6.2,6.4,5,9.6,2,9.7,1,4.9,3.0,1.1,1.0,Low,0
23,Male,DevOps,5.9,MNC,Onsite,49.0,5.0,2.0,4,7.5,5.5,6.4,7.3,4,12.1,1,4.7,0,5.1,5.3,2.0,1.5,Low,0
39,Female,Frontend Developer,2.3,MNC,Remote,50.0,5.0,6.0,0,5.8,3.8,6.2,6.7,3,9.3,2,6.0,1,7.1,6.0,4.1,2.7,Low,0
37,Female,ML Engineer,2.0,Mid-size,Remote,59.0,3.0,2.0,4,4.1,4.7,3.3,7.2,3,5.5,0,1.7,1,6.0,5.2,1.4,1.4,Low,0
50,Male,DevOps,3.0,MNC,Hybrid,44.0,11.0,3.0,2,7.8,7.9,2.9,6.6,2,7.2,2,4.1,1,7.6,5.1,2.8,2.1,Low,0
32,Male,DevOps,2.7,Large,Hybrid,52.0,11.0,3.0,0,7.1,7.1,5.6,6.6,3,10.7,3,2.0,1,5.3,5.7,1.7,2.1,Low,0
23,Male,Product Manager,7.1,MNC,Hybrid,56.0,4.0,3.0,4,6.4,6.1,8.2,5.8,2,9.8,2,4.1,0,4.0,4.8,3.2,1.0,Low,1
35,Female,Software Engineer,9.7,Large,Remote,44.0,11.0,1.0,5,4.4,6.4,8.0,5.9,0,7.7,2,4.4,0,5.0,5.7,2.9,1.0,Low,0
25,Male,Backend Developer,12.2,Mid-size,Hybrid,50.0,7.0,2.0,1,4.9,7.5,4.7,5.9,7,10.3,3,1.0,0,7.1,6.0,2.5,3.6,Moderate,1
30,Female,Data Scientist,1.8,Mid-size,Hybrid,47.0,11.0,5.0,3,6.4,4.8,4.3,6.2,2,7.8,1,1.0,0,5.7,6.0,3.1,2.4,Low,0
28,Non-binary,Data Scientist,6.2,Mid-size,Remote,36.0,6.0,5.0,2,6.6,6.1,3.1,7.2,2,8.7,2,4.6,0,6.1,5.4,3.6,3.1,Low,0
38,Male,Data Scientist,2.4,MNC,Onsite,57.0,7.0,6.0,3,7.3,3.7,4.5,6.4,0,7.0,1,3.0,0,7.5,7.4,5.0,3.7,Moderate,1
44,Male,Software Engineer,8.4,Large,Remote,52.0,16.0,2.0,0,7.6,7.8,5.4,6.8,3,5.2,3,4.6,1,6.0,5.0,3.2,1.4,Low,0
32,Male,Software Engineer,1.8,Large,Hybrid,39.0,5.0,5.0,1,2.8,5.9,3.4,7.6,2,8.0,4,7.7,0,5.7,3.2,2.6,1.3,Low,0
43,Female,Backend Developer,7.5,MNC,Remote,45.0,14.0,3.0,0,5.9,4.5,5.6,7.2,5,6.8,3,4.3,0,5.4,3.0,2.3,1.6,Low,0
39,Female,Data Scientist,1.2,Large,Hybrid,53.0,11.0,2.0,3,5.3,9.1,2.6,6.4,1,4.9,2,5.2,1,6.3,4.2,3.6,3.2,Low,0
49,Female,Data Scientist,3.3,Large,Hybrid,52.0,11.0,5.0,1,6.6,1.7,5.3,5.9,2,8.2,2,7.1,0,7.0,4.7,4.2,3.5,Low,0
37,Male,Product Manager,8.6,Large,Hybrid,41.0,15.0,5.0,0,2.7,4.8,5.2,5.5,4,7.4,3,2.2,0,6.9,5.3,3.6,2.5,Low,0
25,Female,Software Engineer,8.0,Large,Remote,39.0,3.0,7.0,1,6.2,4.8,3.3,5.0,1,8.0,1,7.8,0,5.3,4.4,2.3,1.3,Low,0
43,Male,Backend Developer,6.7,MNC,Remote,59.0,12.0,6.0,2,2.1,2.0,9.3,7.4,5,6.0,0,4.5,0,5.4,5.2,4.2,2.8,Low,0
32,Male,Software Engineer,1.6,Mid-size,Remote,52.0,5.0,3.0,1,7.2,5.1,7.3,3.0,2,9.1,2,8.2,0,5.9,4.1,2.9,2.2,Low,0
42,Male,Data Scientist,6.1,Mid-size,Remote,42.0,8.0,1.0,1,6.0,3.2,6.2,5.1,1,11.5,3,2.4,0,6.0,6.7,5.4,2.4,Low,0
37,Female,Data Scientist,6.7,Mid-size,Hybrid,56.0,8.0,3.0,0,5.4,7.5,4.9,6.2,3,4.7,4,1.0,0,6.6,6.6,3.3,2.3,Low,1
30,Male,Data Scientist,4.0,Mid-size,Hybrid,46.0,5.0,5.0,1,6.1,7.1,2.7,6.6,2,7.1,2,5.7,0,6.5,4.7,3.6,2.6,Low,0
30,Male,Backend Developer,0.0,Large,Hybrid,40.0,5.0,5.0,2,7.8,8.1,4.0,7.2,4,8.1,2,3.7,0,4.3,4.5,1.3,1.0,Low,0
34,Female,DevOps,7.5,Large,Onsite,50.0,4.0,6.0,0,1.0,5.3,3.7,6.1,4,10.8,2,8.1,1,6.9,2.9,2.8,2.2,Low,0
27,Male,Data Scientist,4.5,MNC,Hybrid,42.0,5.0,4.0,0,4.8,4.1,6.0,8.7,0,11.1,3,4.6,0,5.9,5.3,3.6,2.4,Low,0
25,Female,QA Engineer,9.3,Large,Onsite,50.0,15.0,4.0,0,6.7,5.5,7.6,8.6,4,7.3,1,4.2,0,3.8,3.0,1.4,1.0,Low,0
49,Non-binary,Software Engineer,9.1,Startup,Hybrid,54.0,2.0,2.0,0,7.5,8.6,5.5,5.8,3,9.3,4,8.4,0,5.6,3.2,2.2,1.1,Low,0
32,Female,Product Manager,0.8,Large,Onsite,53.0,7.0,8.0,5,7.3,3.7,4.1,7.0,6,6.5,2,3.8,0,7.0,4.9,4.2,4.7,Moderate,0
26,Male,Product Manager,7.9,MNC,Hybrid,62.0,11.0,3.0,0,7.0,9.0,5.4,5.9,3,10.2,2,6.1,0,6.2,3.4,2.5,1.6,Low,0
32,Male,Backend Developer,4.1,Startup,Hybrid,48.0,6.0,7.0,0,4.8,7.3,8.6,7.6,2,9.0,2,8.9,1,2.5,1.8,1.0,1.0,Low,0
33,Female,ML Engineer,9.6,Large,Hybrid,59.0,2.0,0.0,1,8.3,2.1,3.2,7.1,4,7.8,2,7.5,1,8.7,5.8,3.2,4.5,Moderate,0
40,Male,Product Manager,4.5,Startup,Hybrid,38.0,7.0,5.0,2,6.5,5.6,7.5,6.1,5,8.2,2,6.7,0,4.6,2.9,1.0,1.2,Low,0
34,Female,Frontend Developer,5.4,Startup,Hybrid,42.0,4.0,5.0,2,9.0,4.7,4.0,6.4,7,10.9,1,5.5,1,4.8,3.9,1.0,1.5,Low,0
25,Male,Frontend Developer,13.3,MNC,Hybrid,44.0,4.0,4.0,0,4.8,5.7,6.8,7.8,4,7.2,1,4.4,1,5.6,4.7,2.2,1.0,Low,0
35,Female,Software Engineer,7.9,Large,Remote,46.0,3.0,3.0,0,1.0,3.5,3.9,6.2,3,8.8,3,4.9,0,6.0,5.4,5.9,3.7,Moderate,1
23,Male,Software Engineer,7.0,Mid-size,Remote,45.0,3.0,4.0,0,5.1,4.8,7.2,5.8,3,8.8,2,5.8,0,4.1,2.6,2.4,1.0,Low,0
29,Non-binary,Data Scientist,2.8,Large,Remote,39.0,10.0,1.0,0,3.1,8.9,4.2,6.0,0,5.8,0,2.1,0,4.0,4.5,4.0,1.5,Low,0
43,Male,Software Engineer,7.9,Startup,Remote,59.0,4.0,3.0,0,6.1,5.3,2.9,7.8,1,11.6,3,8.3,0,6.2,5.2,4.0,2.0,Low,0
34,Male,Frontend Developer,3.0,Mid-size,Remote,41.0,7.0,2.0,0,1.0,4.4,7.7,8.7,4,8.3,2,3.1,0,5.1,5.5,2.9,1.1,Low,0
42,Male,Backend Developer,3.0,Large,Remote,56.0,12.0,4.0,0,9.8,8.3,6.1,7.2,6,9.4,0,3.1,1,4.5,4.4,1.0,1.0,Low,0
42,Male,Software Engineer,6.7,Startup,Remote,45.0,0.0,7.0,5,7.3,5.2,6.8,6.0,3,6.6,2,4.2,0,5.2,4.1,1.3,1.0,Low,0
49,Male,ML Engineer,5.3,Large,Onsite,48.0,9.0,4.0,0,7.3,5.7,7.9,7.8,0,8.3,2,5.6,0,4.4,4.4,1.9,1.2,Low,0
54,Male,ML Engineer,6.8,MNC,Hybrid,39.0,18.0,3.0,0,4.9,7.4,5.8,8.9,3,6.1,1,7.0,1,3.3,3.6,1.0,1.0,Low,1
50,Male,Frontend Developer,5.8,MNC,Onsite,46.0,9.0,3.0,4,6.7,6.1,5.2,7.9,1,8.4,3,5.6,0,5.0,4.1,2.4,2.5,Low,0
43,Male,DevOps,5.9,Mid-size,Hybrid,54.0,16.0,7.0,0,5.1,7.0,6.1,6.9,3,5.6,1,7.1,0,7.8,4.5,2.2,2.1,Low,0
47,Male,Software Engineer,9.2,Large,Hybrid,47.0,13.0,7.0,0,2.5,5.4,7.9,6.6,4,8.4,3,8.6,0,5.3,4.8,5.2,2.8,Low,0
32,Female,Data Scientist,2.0,Large,Hybrid,55.0,5.0,7.0,3,7.8,7.2,4.7,7.7,3,7.9,4,5.0,0,5.7,5.1,2.3,1.8,Low,0
32,Male,Data Scientist,7.1,Large,Hybrid,42.0,11.0,5.0,0,2.0,4.0,2.5,7.7,2,10.5,1,5.6,1,7.5,5.2,3.6,3.6,Moderate,0
40,Male,Data Scientist,2.7,Startup,Remote,40.0,9.0,5.0,0,4.7,9.1,7.6,6.9,6,5.1,2,5.8,0,2.9,2.4,2.7,1.0,Low,0
35,Female,ML Engineer,4.4,MNC,Remote,49.0,0.0,2.0,2,2.9,6.0,5.0,5.6,3,6.8,2,4.8,1,4.8,4.6,3.0,1.1,Low,0
50,Female,ML Engineer,9.7,Startup,Hybrid,51.0,13.0,7.0,1,4.0,9.7,6.4,4.8,4,6.7,4,6.0,0,6.2,3.9,3.7,1.7,Low,0
40,Non-binary,Product Manager,5.1,MNC,Onsite,44.0,1.0,2.0,1,3.0,7.6,2.5,7.9,0,8.8,1,5.6,0,3.2,3.0,2.5,1.2,Low,0
42,Male,Backend Developer,6.1,MNC,Remote,49.0,8.0,6.0,1,6.0,6.6,2.4,7.0,5,7.7,0,4.5,0,6.7,6.1,2.6,4.6,Moderate,0
45,Male,Frontend Developer,5.6,Mid-size,Hybrid,60.0,11.0,3.0,0,4.1,7.7,5.3,8.1,3,5.9,2,5.6,0,5.3,3.2,2.7,2.9,Low,0
47,Male,Product Manager,5.1,MNC,Hybrid,49.0,14.0,3.0,1,4.4,9.3,4.8,7.6,1,6.9,2,2.8,1,5.4,4.4,2.2,2.2,Low,0
33,Male,Data Scientist,3.8,Startup,Onsite,30.0,5.0,3.0,4,4.6,7.2,6.2,3.3,3,11.4,4,5.8,1,3.1,4.1,1.9,1.0,Low,0
40,Female,Backend Developer,3.6,MNC,Hybrid,39.0,5.0,5.0,1,6.7,5.4,2.4,6.8,1,6.2,2,9.2,0,4.6,2.6,1.9,1.0,Low,0
51,Non-binary,Backend Developer,6.5,Startup,Hybrid,48.0,3.0,6.0,1,7.8,3.5,5.1,7.9,0,5.9,1,7.5,0,5.6,3.3,1.5,2.2,Low,0
36,Male,Frontend Developer,2.4,MNC,Remote,39.0,2.0,4.0,0,6.0,7.5,7.7,6.1,1,9.6,3,5.6,0,3.6,3.0,1.0,1.0,Low,0
24,Male,Frontend Developer,2.8,Mid-size,Remote,43.0,6.0,4.0,2,6.4,3.4,6.3,5.6,5,7.4,2,5.5,0,5.4,3.7,3.5,1.6,Low,0
34,Male,Software Engineer,3.4,Startup,Remote,48.0,3.0,4.0,3,6.6,6.2,4.1,10.0,2,8.2,3,4.3,0,4.6,4.6,1.4,1.3,Low,0
30,Female,Data Scientist,4.7,MNC,Hybrid,32.0,7.0,0.0,2,5.1,3.5,5.0,7.9,4,8.3,0,3.5,0,5.0,3.9,2.7,1.0,Low,0
34,Female,Data Scientist,1.6,Mid-size,Remote,60.0,7.0,4.0,2,5.7,4.0,4.5,6.4,3,9.8,4,5.1,1,6.5,6.5,4.3,3.5,Low,0
37,Female,Software Engineer,5.0,Mid-size,Hybrid,51.0,6.0,5.0,4,5.5,5.2,5.5,7.0,3,11.0,2,6.4,0,6.2,4.9,3.1,2.0,Low,0
35,Male,Frontend Developer,8.4,MNC,Hybrid,49.0,16.0,7.0,2,3.6,6.4,2.9,7.3,1,7.3,1,7.2,1,8.1,5.5,3.7,3.6,Moderate,0
29,Female,ML Engineer,1.6,Startup,Onsite,43.0,9.0,4.0,0,6.4,3.6,7.3,6.6,5,12.8,1,3.6,0,5.0,4.9,1.0,1.1,Low,0
40,Male,Data Scientist,12.0,Large,Hybrid,46.0,11.0,4.0,0,4.4,4.4,5.8,7.0,4,4.2,1,5.9,1,5.9,4.5,2.7,1.0,Low,0
53,Female,Software Engineer,4.3,MNC,Remote,41.0,9.0,2.0,1,3.3,6.7,1.0,6.3,0,9.6,5,4.3,0,8.6,5.8,5.9,4.1,Moderate,1
44,Male,DevOps,8.0,Mid-size,Onsite,54.0,5.0,6.0,0,9.8,4.0,3.9,7.5,0,5.2,4,6.7,0,5.6,4.8,2.3,1.9,Low,0
42,Non-binary,Data Scientist,5.8,MNC,Remote,42.0,10.0,4.0,0,5.5,2.6,3.9,6.6,3,8.9,0,3.9,0,6.3,4.6,3.3,3.0,Low,0
39,Male,Frontend Developer,4.5,MNC,Hybrid,41.0,4.0,3.0,0,5.4,5.3,7.5,6.3,6,8.1,2,4.5,0,4.9,2.9,1.0,1.0,Low,0
35,Female,Backend Developer,5.0,Large,Remote,47.0,2.0,3.0,0,1.8,1.9,6.3,7.1,4,8.3,3,8.9,0,5.1,1.9,3.3,1.2,Low,0
37,Male,ML Engineer,7.5,Startup,Hybrid,45.0,11.0,6.0,1,7.1,4.9,4.3,5.9,2,11.3,1,7.4,1,6.0,4.2,1.0,1.7,Low,0
45,Male,DevOps,1.3,Mid-size,Hybrid,46.0,7.0,1.0,0,5.8,9.1,2.2,7.7,5,4.0,4,7.0,0,6.9,3.1,1.5,2.0,Low,0
53,Male,Software Engineer,3.4,MNC,Hybrid,56.0,9.0,6.0,1,5.1,4.1,5.8,7.2,2,6.6,3,6.5,0,7.0,3.9,3.5,1.8,Low,0
32,Female,Frontend Developer,10.9,Mid-size,Remote,52.0,5.0,2.0,1,4.9,4.9,7.8,6.8,2,7.4,3,5.4,0,4.2,3.9,2.3,1.7,Low,0
32,Male,Data Scientist,7.0,MNC,Hybrid,46.0,4.0,3.0,2,10.0,5.7,3.1,5.7,1,9.8,1,7.6,0,8.2,5.1,4.3,2.3,Low,0
25,Male,QA Engineer,4.4,MNC,Onsite,64.0,6.0,5.0,0,3.0,5.6,2.6,6.1,4,6.6,3,5.2,0,7.5,4.6,3.7,4.0,Moderate,1
47,Female,Product Manager,1.7,Large,Hybrid,38.0,2.0,4.0,4,5.2,5.3,1.4,6.4,4,8.0,3,6.3,0,5.6,3.2,2.4,1.6,Low,0
26,Non-binary,Data Scientist,7.0,Mid-size,Onsite,43.0,0.0,6.0,5,6.4,6.0,7.0,8.5,4,7.7,1,6.1,0,3.4,3.7,1.0,1.0,Low,0
54,Male,Product Manager,6.3,Large,Hybrid,48.0,4.0,2.0,1,4.8,3.7,7.3,6.1,3,10.5,2,5.4,0,4.9,4.3,4.2,1.6,Low,0
35,Male,Data Scientist,9.1,Mid-size,Remote,47.0,7.0,2.0,2,7.0,4.2,5.8,7.1,5,9.0,5,3.3,0,6.7,5.4,4.1,2.7,Low,0
53,Female,Backend Developer,4.9,Mid-size,Hybrid,49.0,2.0,7.0,0,1.8,9.1,2.7,6.6,6,9.6,3,5.8,0,5.7,3.7,2.8,1.6,Low,0
28,Female,DevOps,9.4,MNC,Onsite,39.0,13.0,3.0,1,5.0,5.2,1.0,5.9,4,4.8,2,2.6,0,4.9,4.2,3.8,2.4,Low,0
